vdjbase_name,airr_file,airr_repertoire_id
P11_I14_S1,P11_PRJEB58016.json,I14_PRJEB58016_IGH
P11_I15_S1,P11_PRJEB58016.json,I15_PRJEB58016_IGH
P11_I16_S1,P11_PRJEB58016.json,I16_PRJEB58016_IGH
P11_I17_S1,P11_PRJEB58016.json,I17_PRJEB58016_IGH
P11_I18_S1,P11_PRJEB58016.json,I18_PRJEB58016_IGH
P11_I19_S1,P11_PRJEB58016.json,I19_PRJEB58016_IGH
P11_I1_S1,P11_PRJEB58016.json,I1_PRJEB58016_IGH
P11_I20_S1,P11_PRJEB58016.json,I20_PRJEB58016_IGH
P11_I21_S1,P11_PRJEB58016.json,I21_PRJEB58016_IGH
P11_I22_S1,P11_PRJEB58016.json,I22_PRJEB58016_IGH
P11_I23_S1,P11_PRJEB58016.json,I23_PRJEB58016_IGH
P11_I24_S1,P11_PRJEB58016.json,I24_PRJEB58016_IGH
P11_I25_S1,P11_PRJEB58016.json,I25_PRJEB58016_IGH
P11_I26_S1,P11_PRJEB58016.json,I26_PRJEB58016_IGH
P11_I27_S1,P11_PRJEB58016.json,I27_PRJEB58016_IGH
P11_I28_S1,P11_PRJEB58016.json,I28_PRJEB58016_IGH
P11_I29_S1,P11_PRJEB58016.json,I29_PRJEB58016_IGH
P11_I2_S1,P11_PRJEB58016.json,I2_PRJEB58016_IGH
P11_I30_S1,P11_PRJEB58016.json,I30_PRJEB58016_IGH
P11_I31_S1,P11_PRJEB58016.json,I31_PRJEB58016_IGH
P11_I32_S1,P11_PRJEB58016.json,I32_PRJEB58016_IGH
P11_I33_S1,P11_PRJEB58016.json,I33_PRJEB58016_IGH
P11_I34_S1,P11_PRJEB58016.json,I34_PRJEB58016_IGH
P11_I35_S1,P11_PRJEB58016.json,I35_PRJEB58016_IGH
P11_I36_S1,P11_PRJEB58016.json,I36_PRJEB58016_IGH
P11_I37_S1,P11_PRJEB58016.json,I37_PRJEB58016_IGH
P11_I38_S1,P11_PRJEB58016.json,I38_PRJEB58016_IGH
P11_I39_S1,P11_PRJEB58016.json,I39_PRJEB58016_IGH
P11_I3_S1,P11_PRJEB58016.json,I3_PRJEB58016_IGH
P11_I40_S1,P11_PRJEB58016.json,I40_PRJEB58016_IGH
P11_I41_S1,P11_PRJEB58016.json,I41_PRJEB58016_IGH
P11_I42_S1,P11_PRJEB58016.json,I42_PRJEB58016_IGH
P11_I43_S1,P11_PRJEB58016.json,I43_PRJEB58016_IGH
P11_I4_S1,P11_PRJEB58016.json,I4_PRJEB58016_IGH
P11_I5_S1,P11_PRJEB58016.json,I5_PRJEB58016_IGH
P11_I6_S1,P11_PRJEB58016.json,I6_PRJEB58016_IGH
P11_I7_S1,P11_PRJEB58016.json,I7_PRJEB58016_IGH
P11_I8_S1,P11_PRJEB58016.json,I8_PRJEB58016_IGH
P11_I9_S1,P11_PRJEB58016.json,I9_PRJEB58016_IGH
P12_I1_S1,P12_PRJNA248411.json,475
P12_I1_S2,P12_PRJNA248411.json,430
P12_I2_S1,P12_PRJNA248411.json,151
P12_I2_S2,P12_PRJNA248411.json,59
P12_I3_S1,P12_PRJNA248411.json,63
P12_I3_S2,P12_PRJNA248411.json,153
P12_I4_S1,P12_PRJNA248411.json,446
P12_I4_S2,P12_PRJNA248411.json,72
P12_I5_S1,P12_PRJNA248411.json,93
P12_I5_S2,P12_PRJNA248411.json,263
P12_I6_S1,P12_PRJNA248411.json,85
P12_I6_S2,P12_PRJNA248411.json,210
P12_I7_S1,P12_PRJNA248411.json,468
P12_I7_S2,P12_PRJNA248411.json,483
P12_I8_S1,P12_PRJNA248411.json,5
P12_I8_S2,P12_PRJNA248411.json,123
P13_I1_S1,P13_PRJNA280743.json,769
P13_I2_S1,P13_PRJNA280743.json,771
P13_I3_S1,P13_PRJNA280743.json,764
P13_I4_S1,P13_PRJNA280743.json,761
P14_I10_S1,P14_PRJNA381394.json,IPA5:10
P14_I11_S1,P14_PRJNA381394.json,IPA5:11
P14_I1_S1,P14_PRJNA381394.json,IPA5:1
P14_I2_S1,P14_PRJNA381394.json,IPA5:2
P14_I3_S1,P14_PRJNA381394.json,IPA5:3
P14_I4_S1,P14_PRJNA381394.json,IPA5:4
P14_I5_S1,P14_PRJNA381394.json,IPA5:5
P14_I6_S1,P14_PRJNA381394.json,IPA5:6
P14_I7_S1,P14_PRJNA381394.json,IPA5:7
P14_I8_S1,P14_PRJNA381394.json,IPA5:8
P14_I9_S1,P14_PRJNA381394.json,IPA5:9
P15_I10_S1,P13_PRJNA280743.json,759
P15_I11_S1,P13_PRJNA280743.json,760
P15_I13_S1,P13_PRJNA280743.json,756
P15_I14_S1,P13_PRJNA280743.json,758
P15_I15_S1,P13_PRJNA280743.json,772
P15_I16_S1,P13_PRJNA280743.json,767
P15_I1_S1,P13_PRJNA280743.json,766
P15_I2_S1,P13_PRJNA280743.json,768
P15_I3_S1,P13_PRJNA280743.json,754
P15_I4_S1,P13_PRJNA280743.json,763
P15_I5_S1,P13_PRJNA280743.json,770
P15_I6_S1,P13_PRJNA280743.json,773
P15_I7_S1,P13_PRJNA280743.json,SLE3-292
P15_I8_S1,P13_PRJNA280743.json,765
P15_I9_S1,P13_PRJNA280743.json,762
P2_I1_S1,P2_PRJNA324093.json,4_PRJNA324093_IGH
P2_I2_S1,P2_PRJNA324093.json,5_PRJNA324093_IGH
P2_I3_S1,P2_PRJNA324093.json,6_PRJNA324093_IGH
P2_I4_S1,P2_PRJNA324093.json,8_PRJNA324093_IGH
P2_I5_S1,P2_PRJNA324093.json,155_PRJNA324093_IGH
P2_I6_S1,P2_PRJNA324093.json,157_PRJNA324093_IGH
P2_I7_S1,P2_PRJNA324093.json,165_PRJNA324093_IGH
P2_I8_S1,P2_PRJNA324093.json,163_PRJNA324093_IGH
P3_I1_S1,P3_PRJNA349143.json,FV_PRJNA349143_IGH
P3_I2_S1,P3_PRJNA349143.json,GMC_PRJNA349143_IGH
P3_I3_S1,P3_PRJNA349143.json,IB_PRJNA349143_IGH
P4_I10_S1,P4_PRJEB28370.json,CI10_PRJEB28370_IGH
P4_I11_S1,P4_PRJEB28370.json,CI11_PRJEB28370_IGH
P4_I12_S1,P4_PRJEB28370.json,CI13_PRJEB28370_IGH
P4_I13_S1,P4_PRJEB28370.json,CI15_PRJEB28370_IGH
P4_I14_S1,P4_PRJEB28370.json,CI16_PRJEB28370_IGH
P4_I15_S1,P4_PRJEB28370.json,CI20_PRJEB28370_IGH
P4_I16_S1,P4_PRJEB28370.json,CI21_PRJEB28370_IGH
P4_I17_S1,P4_PRJEB28370.json,CI22_PRJEB28370_IGH
P4_I18_S1,P4_PRJEB28370.json,CI26_PRJEB28370_IGH
P4_I19_S1,P4_PRJEB28370.json,CI4_PRJEB28370_IGH
P4_I1_S1,P4_PRJEB28370.json,C10_PRJEB28370_IGH
P4_I21_S1,P4_PRJEB28370.json,SC1_PRJEB28370_IGH
P4_I22_S1,P4_PRJEB28370.json,SC10_PRJEB28370_IGH
P4_I23_S1,P4_PRJEB28370.json,SC11_PRJEB28370_IGH
P4_I24_S1,P4_PRJEB28370.json,SC12_PRJEB28370_IGH
P4_I25_S1,P4_PRJEB28370.json,SC14_PRJEB28370_IGH
P4_I26_S1,P4_PRJEB28370.json,SC15_PRJEB28370_IGH
P4_I27_S1,P4_PRJEB28370.json,SC2_PRJEB28370_IGH
P4_I28_S1,P4_PRJEB28370.json,SC3_PRJEB28370_IGH
P4_I29_S1,P4_PRJEB28370.json,SC7_PRJEB28370_IGH
P4_I2_S1,P4_PRJEB28370.json,C4_PRJEB28370_IGH
P4_I30_S1,P4_PRJEB28370.json,SC8_PRJEB28370_IGH
P4_I31_S1,P4_PRJEB28370.json,SC9_PRJEB28370_IGH
P4_I4_S1,P4_PRJEB28370.json,C5_PRJEB28370_IGH
P4_I5_S1,P4_PRJEB28370.json,C6_PRJEB28370_IGH
P4_I7_S1,P4_PRJEB28370.json,C7_PRJEB28370_IGH
P4_I8_S1,P4_PRJEB28370.json,C8_PRJEB28370_IGH
P4_I9_S1,P4_PRJEB28370.json,C9_PRJEB28370_IGH
P5_I10_S3,P5_PRJNA527941.json,Co_C_018_1_PB_PRJNA527941_IGH
P5_I11_S3,P5_PRJNA527941.json,Co_C_019_1_PBSC_PRJNA527941_IGH
P5_I12_S3,P5_PRJNA527941.json,Co_C_020_1_PB_PRJNA527941_IGH
P5_I13_S3,P5_PRJNA527941.json,Co_C_025_1_PB_PRJNA527941_IGH
P5_I14_S3,P5_PRJNA527941.json,Co_C_026_1_PB_PRJNA527941_IGH
P5_I15_S3,P5_PRJNA527941.json,Co_C_030_1_PB_PRJNA527941_IGH
P5_I16_S3,P5_PRJNA527941.json,Co_C_031_1_PB_PRJNA527941_IGH
P5_I17_S3,P5_PRJNA527941.json,Co_C_032_1_PB_PRJNA527941_IGH
P5_I18_S3,P5_PRJNA527941.json,Co_C_033_2_PB_PRJNA527941_IGH
P5_I19_S3,P5_PRJNA527941.json,Co_C_035_1_PBSC_PRJNA527941_IGH
P5_I1_S3,P5_PRJNA527941.json,Co_C_001_2_PB_PRJNA527941_IGH
P5_I20_S3,P5_PRJNA527941.json,Co_C_036_1_PB_PRJNA527941_IGH
P5_I21_S3,P5_PRJNA527941.json,Co_C_037_1_PB_PRJNA527941_IGH
P5_I22_S3,P5_PRJNA527941.json,Co_C_038_1_PB_PRJNA527941_IGH
P5_I23_S3,P5_PRJNA527941.json,Co_C_039_1_PB_PRJNA527941_IGH
P5_I24_S3,P5_PRJNA527941.json,Co_C_040_1_PB_PRJNA527941_IGH
P5_I25_S3,P5_PRJNA527941.json,Co_C_041_1_PB_PRJNA527941_IGH
P5_I26_S3,P5_PRJNA527941.json,Co_C_042_1_PB_PRJNA527941_IGH
P5_I27_S3,P5_PRJNA527941.json,Co_C_043_1_PB_PRJNA527941_IGH
P5_I28_S3,P5_PRJNA527941.json,Co_C_044_1_PB_PRJNA527941_IGH
P5_I29_S3,P5_PRJNA527941.json,Co_C_045_1_PB_PRJNA527941_IGH
P5_I2_S3,P5_PRJNA527941.json,Co_C_002_1_PB_PRJNA527941_IGH
P5_I30_S3,P5_PRJNA527941.json,Co_C_046_1_PB_PRJNA527941_IGH
P5_I31_S3,P5_PRJNA527941.json,Co_C_047_1_PB_PRJNA527941_IGH
P5_I32_S3,P5_PRJNA527941.json,Co_C_048_1_PB_PRJNA527941_IGH
P5_I33_S3,P5_PRJNA527941.json,Co_C_049_1_PB_PRJNA527941_IGH
P5_I34_S3,P5_PRJNA527941.json,Co_C_051_1_PB_PRJNA527941_IGH
P5_I35_S3,P5_PRJNA527941.json,Co_C_052_1_PB_PRJNA527941_IGH
P5_I36_S3,P5_PRJNA527941.json,Co_C_055_1_PB_PRJNA527941_IGH
P5_I37_S3,P5_PRJNA527941.json,Co_C_056_1_PB_PRJNA527941_IGH
P5_I38_S3,P5_PRJNA527941.json,Co_C_057_1_PB_PRJNA527941_IGH
P5_I39_S3,P5_PRJNA527941.json,Co_C_060_1_PB_PRJNA527941_IGH
P5_I3_S3,P5_PRJNA527941.json,Co_C_003_1_PB_PRJNA527941_IGH
P5_I40_S3,P5_PRJNA527941.json,Co_C_061_1_PB_PRJNA527941_IGH
P5_I41_S3,P5_PRJNA527941.json,Co_C_062_1_PB_PRJNA527941_IGH
P5_I42_S3,P5_PRJNA527941.json,Co_C_063_1_PB_PRJNA527941_IGH
P5_I43_S3,P5_PRJNA527941.json,Co_C_064_1_PB_PRJNA527941_IGH
P5_I44_S3,P5_PRJNA527941.json,Co_C_065_1_PB_PRJNA527941_IGH
P5_I45_S3,P5_PRJNA527941.json,Co_P_190_1_PB_PRJNA527941_IGH
P5_I46_S3,P5_PRJNA527941.json,Co_P_191_1_PB_PRJNA527941_IGH
P5_I47_S3,P5_PRJNA527941.json,Co_C_076_1_PB_PRJNA527941_IGH
P5_I48_S3,P5_PRJNA527941.json,Co_C_077_1_PB_PRJNA527941_IGH
P5_I49_S3,P5_PRJNA527941.json,Co_C_078_1_PB_PRJNA527941_IGH
P5_I4_S3,P5_PRJNA527941.json,Co_C_004_1_PB_PRJNA527941_IGH
P5_I50_S3,P5_PRJNA527941.json,Co_P_166_1_PB_PRJNA527941_IGH
P5_I51_S3,P5_PRJNA527941.json,Co_P_170_1_PB_PRJNA527941_IGH
P5_I52_S3,P5_PRJNA527941.json,Co_P_178_1_PB_PRJNA527941_IGH
P5_I53_S3,P5_PRJNA527941.json,Co_P_197_1_PB_PRJNA527941_IGH
P5_I5_S3,P5_PRJNA527941.json,Co_C_005_1_PB_PRJNA527941_IGH
P5_I6_S3,P5_PRJNA527941.json,Co_C_012_1_PB_PRJNA527941_IGH
P5_I7_S3,P5_PRJNA527941.json,Co_C_013_1_PB_PRJNA527941_IGH
P5_I8_S3,P5_PRJNA527941.json,Co_C_016_3_PB_PRJNA527941_IGH
P5_I9_S3,P5_PRJNA527941.json,Co_C_017_2_PB_PRJNA527941_IGH
P6_I100_S1,P6_PRJNA491287.json,M64-100_PRJNA491287_IGH
P6_I101_S1,P6_PRJNA491287.json,M64-101_PRJNA491287_IGH
P6_I102_S1,P6_PRJNA491287.json,M64-102_PRJNA491287_IGH
P6_I103_S1,P6_PRJNA491287.json,M64-103_PRJNA491287_IGH
P6_I104_S1,P6_PRJNA491287.json,M64-104_PRJNA491287_IGH
P6_I105_S1,P6_PRJNA491287.json,M64-105_PRJNA491287_IGH
P6_I106_S1,P6_PRJNA491287.json,M64-106_PRJNA491287_IGH
P6_I107_S1,P6_PRJNA491287.json,M64-107_PRJNA491287_IGH
P6_I108_S1,P6_PRJNA491287.json,M64-108_PRJNA491287_IGH
P6_I109_S1,P6_PRJNA491287.json,M64-109_PRJNA491287_IGH
P6_I10_S1,P6_PRJNA491287.json,M64-010_PRJNA491287_IGH
P6_I110_S1,P6_PRJNA491287.json,M64-110_PRJNA491287_IGH
P6_I111_S1,P6_PRJNA491287.json,M64-111_PRJNA491287_IGH
P6_I112_S1,P6_PRJNA491287.json,M64-112_PRJNA491287_IGH
P6_I113_S1,P6_PRJNA491287.json,M64-113_PRJNA491287_IGH
P6_I114_S1,P6_PRJNA491287.json,M64-114_PRJNA491287_IGH
P6_I11_S1,P6_PRJNA491287.json,M64-011_PRJNA491287_IGH
P6_I12_S1,P6_PRJNA491287.json,M64-012_PRJNA491287_IGH
P6_I13_S1,P6_PRJNA491287.json,M64-013_PRJNA491287_IGH
P6_I14_S1,P6_PRJNA491287.json,M64-014_PRJNA491287_IGH
P6_I15_S1,P6_PRJNA491287.json,M64-015_PRJNA491287_IGH
P6_I16_S1,P6_PRJNA491287.json,M64-016_PRJNA491287_IGH
P6_I17_S1,P6_PRJNA491287.json,M64-017_PRJNA491287_IGH
P6_I18_S1,P6_PRJNA491287.json,M64-018_PRJNA491287_IGH
P6_I19_S1,P6_PRJNA491287.json,M64-019_PRJNA491287_IGH
P6_I1_S1,P6_PRJNA491287.json,M64-001_PRJNA491287_IGH
P6_I20_S1,P6_PRJNA491287.json,M64-020_PRJNA491287_IGH
P6_I21_S1,P6_PRJNA491287.json,M64-021_PRJNA491287_IGH
P6_I22_S1,P6_PRJNA491287.json,M64-022_PRJNA491287_IGH
P6_I23_S1,P6_PRJNA491287.json,M64-023_PRJNA491287_IGH
P6_I24_S1,P6_PRJNA491287.json,M64-024_PRJNA491287_IGH
P6_I25_S1,P6_PRJNA491287.json,M64-025_PRJNA491287_IGH
P6_I26_S1,P6_PRJNA491287.json,M64-026_PRJNA491287_IGH
P6_I27_S1,P6_PRJNA491287.json,M64-027_PRJNA491287_IGH
P6_I28_S1,P6_PRJNA491287.json,M64-028_PRJNA491287_IGH
P6_I29_S1,P6_PRJNA491287.json,M64-029_PRJNA491287_IGH
P6_I2_S1,P6_PRJNA491287.json,M64-002_PRJNA491287_IGH
P6_I30_S1,P6_PRJNA491287.json,M64-030_PRJNA491287_IGH
P6_I31_S1,P6_PRJNA491287.json,M64-031_PRJNA491287_IGH
P6_I32_S1,P6_PRJNA491287.json,M64-032_PRJNA491287_IGH
P6_I33_S1,P6_PRJNA491287.json,M64-033_PRJNA491287_IGH
P6_I34_S1,P6_PRJNA491287.json,M64-034_PRJNA491287_IGH
P6_I35_S1,P6_PRJNA491287.json,M64-035_PRJNA491287_IGH
P6_I36_S1,P6_PRJNA491287.json,M64-036_PRJNA491287_IGH
P6_I37_S1,P6_PRJNA491287.json,M64-037_PRJNA491287_IGH
P6_I38_S1,P6_PRJNA491287.json,M64-038_PRJNA491287_IGH
P6_I39_S1,P6_PRJNA491287.json,M64-039_PRJNA491287_IGH
P6_I3_S1,P6_PRJNA491287.json,M64-003_PRJNA491287_IGH
P6_I40_S1,P6_PRJNA491287.json,M64-040_PRJNA491287_IGH
P6_I41_S1,P6_PRJNA491287.json,M64-041_PRJNA491287_IGH
P6_I42_S1,P6_PRJNA491287.json,M64-042_PRJNA491287_IGH
P6_I43_S1,P6_PRJNA491287.json,M64-043_PRJNA491287_IGH
P6_I44_S1,P6_PRJNA491287.json,M64-044_PRJNA491287_IGH
P6_I45_S1,P6_PRJNA491287.json,M64-045_PRJNA491287_IGH
P6_I46_S1,P6_PRJNA491287.json,M64-046_PRJNA491287_IGH
P6_I47_S1,P6_PRJNA491287.json,M64-047_PRJNA491287_IGH
P6_I48_S1,P6_PRJNA491287.json,M64-048_PRJNA491287_IGH
P6_I49_S1,P6_PRJNA491287.json,M64-049_PRJNA491287_IGH
P6_I4_S1,P6_PRJNA491287.json,M64-004_PRJNA491287_IGH
P6_I50_S1,P6_PRJNA491287.json,M64-050_PRJNA491287_IGH
P6_I51_S1,P6_PRJNA491287.json,M64-051_PRJNA491287_IGH
P6_I52_S1,P6_PRJNA491287.json,M64-052_PRJNA491287_IGH
P6_I53_S1,P6_PRJNA491287.json,M64-053_PRJNA491287_IGH
P6_I54_S1,P6_PRJNA491287.json,M64-054_PRJNA491287_IGH
P6_I55_S1,P6_PRJNA491287.json,M64-055_PRJNA491287_IGH
P6_I56_S1,P6_PRJNA491287.json,M64-056_PRJNA491287_IGH
P6_I57_S1,P6_PRJNA491287.json,M64-057_PRJNA491287_IGH
P6_I58_S1,P6_PRJNA491287.json,M64-058_PRJNA491287_IGH
P6_I59_S1,P6_PRJNA491287.json,M64-059_PRJNA491287_IGH
P6_I5_S1,P6_PRJNA491287.json,M64-005_PRJNA491287_IGH
P6_I60_S1,P6_PRJNA491287.json,M64-060_PRJNA491287_IGH
P6_I61_S1,P6_PRJNA491287.json,M64-061_PRJNA491287_IGH
P6_I62_S1,P6_PRJNA491287.json,M64-062_PRJNA491287_IGH
P6_I63_S1,P6_PRJNA491287.json,M64-063_PRJNA491287_IGH
P6_I64_S1,P6_PRJNA491287.json,M64-064_PRJNA491287_IGH
P6_I65_S1,P6_PRJNA491287.json,M64-065_PRJNA491287_IGH
P6_I66_S1,P6_PRJNA491287.json,M64-066_PRJNA491287_IGH
P6_I67_S1,P6_PRJNA491287.json,M64-067_PRJNA491287_IGH
P6_I68_S1,P6_PRJNA491287.json,M64-068_PRJNA491287_IGH
P6_I69_S1,P6_PRJNA491287.json,M64-069_PRJNA491287_IGH
P6_I6_S1,P6_PRJNA491287.json,M64-006_PRJNA491287_IGH
P6_I70_S1,P6_PRJNA491287.json,M64-070_PRJNA491287_IGH
P6_I71_S1,P6_PRJNA491287.json,M64-071_PRJNA491287_IGH
P6_I72_S1,P6_PRJNA491287.json,M64-072_PRJNA491287_IGH
P6_I73_S1,P6_PRJNA491287.json,M64-073_PRJNA491287_IGH
P6_I74_S1,P6_PRJNA491287.json,M64-074_PRJNA491287_IGH
P6_I75_S1,P6_PRJNA491287.json,M64-075_PRJNA491287_IGH
P6_I76_S1,P6_PRJNA491287.json,M64-076_PRJNA491287_IGH
P6_I77_S1,P6_PRJNA491287.json,M64-077_PRJNA491287_IGH
