study_id,study_title,study_description,accession_reference,study_type,inclusion_exclusion_criteria,grants,collected_by,lab_name,lab_address,study_contact,submitted_by,pub_ids,keywords_study,subject_id,synthetic,species,sex,age_min,age_max,age_unit,age_event,ancestry_population,ethnicity,race,strain_name,linked_subjects,link_type,study_group_description,disease_diagnosis,disease_length,disease_stage,prior_therapies,immunogen,intervention,medical_history,sample_id,sample_type,tissue,anatomic_site,disease_state_sample,collection_time_point_relative,collection_time_point_relative_unit,collection_time_point_reference,biomaterial_provider,tissue_processing,cell_subset,cell_phenotype,cell_species,single_cell,cell_number,cells_per_reaction,cell_storage,cell_quality,cell_isolation,cell_processing_protocol,template_class,template_quality,template_amount,template_amount_unit,library_generation_method,library_generation_protocol,library_generation_kit_version,complete_sequences,physical_linkage,pcr_target_locus,forward_pcr_primer_target_location,reverse_pcr_primer_target_location,sequencing_run_id,total_reads_passing_qc_filter,sequencing_platform,sequencing_facility,sequencing_run_date,sequencing_kit,sequencing_data_id,primary_annotation,file_type,filename,read_direction,read_length,paired_filename,paired_read_direction,paired_read_length,software_versions,paired_reads_assembly,quality_thresholds,primer_match_cutoffs,collapsing_method,data_processing_protocols,germline_database,,data_processing_files,analysis_provenance_id,reference_assembly
2R24AI138963-05,Human Immune Receptor Haplotype Project,The purpose of this project is advance genomic resources for the human immunoglobulin and T cell receptor gene regions. We are constructing additional reference haplotypes for these loci to better existing representations of these complex gene families in current and future builds of the genome reference assembly.,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,NIAID,1000 Genomes,Watson,,corey.watson@louisville.edu,William Gibson,,"[ ""immune receptor germline""]",HG02224,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",MALE,NA,NA,NA,NA,EUR,IBS,IBS,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,HG02224,PBMC,"{""id"": ""UBERON: CL_2000001"", ""label"": ""peripheral blood mononuclear cell""} ",NA,NA,NA,NA,NA,NA,NA,"{""id"": ""CL:2000001"", ""label"":  ""peripheral blood mononuclear cell""}",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,DNA,NA,3000,"{""id"": ""UO:0000024"", ""label"": ""nanogram""} ",IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGL,NA,NA,NA,NA,Sequel Iie,University of Louisville Genomics Core,NA,Sequel sequencing kit 3.0,NA,,BAM,NA,NA,NA,NA,NA,NA,Igenotyper V1.X (unreleased),NA,NA,NA,Igenotyper,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT 2023-09-26,,,,chr22
2R24AI138963-05,Human Immune Receptor Haplotype Project,The purpose of this project is advance genomic resources for the human immunoglobulin and T cell receptor gene regions. We are constructing additional reference haplotypes for these loci to better existing representations of these complex gene families in current and future builds of the genome reference assembly.,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,NIAID,1000 Genomes,Watson,,corey.watson@louisville.edu,William Gibson,,"[ ""immune receptor germline""]",HG02272,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",FEMALE,NA,NA,NA,NA,AMR,PEL,PEL,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,HG02272,PBMC,"{""id"": ""UBERON: CL_2000001"", ""label"": ""peripheral blood mononuclear cell""} ",NA,NA,NA,NA,NA,NA,NA,"{""id"": ""CL:2000001"", ""label"":  ""peripheral blood mononuclear cell""}",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,DNA,NA,3000,"{""id"": ""UO:0000024"", ""label"": ""nanogram""} ",IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGL,NA,NA,NA,NA,Sequel Iie,University of Louisville Genomics Core,NA,Sequel sequencing kit 3.0,NA,,BAM,NA,NA,NA,NA,NA,NA,Igenotyper V1.X (unreleased),NA,NA,NA,Igenotyper,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT 2023-09-26,,,,chr22
2R24AI138963-05,Human Immune Receptor Haplotype Project,The purpose of this project is advance genomic resources for the human immunoglobulin and T cell receptor gene regions. We are constructing additional reference haplotypes for these loci to better existing representations of these complex gene families in current and future builds of the genome reference assembly.,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,NIAID,1000 Genomes,Watson,,corey.watson@louisville.edu,William Gibson,,"[ ""immune receptor germline""]",HG02274,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",MALE,NA,NA,NA,NA,AMR,PEL,PEL,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,HG02274,PBMC,"{""id"": ""UBERON: CL_2000001"", ""label"": ""peripheral blood mononuclear cell""} ",NA,NA,NA,NA,NA,NA,NA,"{""id"": ""CL:2000001"", ""label"":  ""peripheral blood mononuclear cell""}",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,DNA,NA,3000,"{""id"": ""UO:0000024"", ""label"": ""nanogram""} ",IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGL,NA,NA,NA,NA,Sequel Iie,University of Louisville Genomics Core,NA,Sequel sequencing kit 3.0,NA,,BAM,NA,NA,NA,NA,NA,NA,Igenotyper V1.X (unreleased),NA,NA,NA,Igenotyper,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT 2023-09-26,,,,chr22
2R24AI138963-05,Human Immune Receptor Haplotype Project,The purpose of this project is advance genomic resources for the human immunoglobulin and T cell receptor gene regions. We are constructing additional reference haplotypes for these loci to better existing representations of these complex gene families in current and future builds of the genome reference assembly.,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,NIAID,1000 Genomes,Watson,,corey.watson@louisville.edu,William Gibson,,"[ ""immune receptor germline""]",HG02278,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",FEMALE,NA,NA,NA,NA,AMR,PEL,PEL,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,HG02278,PBMC,"{""id"": ""UBERON: CL_2000001"", ""label"": ""peripheral blood mononuclear cell""} ",NA,NA,NA,NA,NA,NA,NA,"{""id"": ""CL:2000001"", ""label"":  ""peripheral blood mononuclear cell""}",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,DNA,NA,3000,"{""id"": ""UO:0000024"", ""label"": ""nanogram""} ",IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGL,NA,NA,NA,NA,Sequel Iie,University of Louisville Genomics Core,NA,Sequel sequencing kit 3.0,NA,,BAM,NA,NA,NA,NA,NA,NA,Igenotyper V1.X (unreleased),NA,NA,NA,Igenotyper,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT 2023-09-26,,,,chr22
2R24AI138963-05,Human Immune Receptor Haplotype Project,The purpose of this project is advance genomic resources for the human immunoglobulin and T cell receptor gene regions. We are constructing additional reference haplotypes for these loci to better existing representations of these complex gene families in current and future builds of the genome reference assembly.,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,NIAID,1000 Genomes,Watson,,corey.watson@louisville.edu,William Gibson,,"[ ""immune receptor germline""]",HG02284,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",MALE,NA,NA,NA,NA,AFR,ACB,ACB,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,HG02284,PBMC,"{""id"": ""UBERON: CL_2000001"", ""label"": ""peripheral blood mononuclear cell""} ",NA,NA,NA,NA,NA,NA,NA,"{""id"": ""CL:2000001"", ""label"":  ""peripheral blood mononuclear cell""}",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,DNA,NA,3000,"{""id"": ""UO:0000024"", ""label"": ""nanogram""} ",IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGL,NA,NA,NA,NA,Sequel Iie,University of Louisville Genomics Core,NA,Sequel sequencing kit 3.0,NA,,BAM,NA,NA,NA,NA,NA,NA,Igenotyper V1.X (unreleased),NA,NA,NA,Igenotyper,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT 2023-09-26,,,,chr22
2R24AI138963-05,Human Immune Receptor Haplotype Project,The purpose of this project is advance genomic resources for the human immunoglobulin and T cell receptor gene regions. We are constructing additional reference haplotypes for these loci to better existing representations of these complex gene families in current and future builds of the genome reference assembly.,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,NIAID,1000 Genomes,Watson,,corey.watson@louisville.edu,William Gibson,,"[ ""immune receptor germline""]",HG02292,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",FEMALE,NA,NA,NA,NA,AMR,PEL,PEL,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,HG02292,PBMC,"{""id"": ""UBERON: CL_2000001"", ""label"": ""peripheral blood mononuclear cell""} ",NA,NA,NA,NA,NA,NA,NA,"{""id"": ""CL:2000001"", ""label"":  ""peripheral blood mononuclear cell""}",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,DNA,NA,3000,"{""id"": ""UO:0000024"", ""label"": ""nanogram""} ",IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGL,NA,NA,NA,NA,Sequel Iie,University of Louisville Genomics Core,NA,Sequel sequencing kit 3.0,NA,,BAM,NA,NA,NA,NA,NA,NA,Igenotyper V1.X (unreleased),NA,NA,NA,Igenotyper,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT 2023-09-26,,,,chr22
2R24AI138963-05,Human Immune Receptor Haplotype Project,The purpose of this project is advance genomic resources for the human immunoglobulin and T cell receptor gene regions. We are constructing additional reference haplotypes for these loci to better existing representations of these complex gene families in current and future builds of the genome reference assembly.,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,NIAID,1000 Genomes,Watson,,corey.watson@louisville.edu,William Gibson,,"[ ""immune receptor germline""]",HG02355,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",MALE,NA,NA,NA,NA,EAS,CDX,CDX,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,HG02355,PBMC,"{""id"": ""UBERON: CL_2000001"", ""label"": ""peripheral blood mononuclear cell""} ",NA,NA,NA,NA,NA,NA,NA,"{""id"": ""CL:2000001"", ""label"":  ""peripheral blood mononuclear cell""}",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,DNA,NA,3000,"{""id"": ""UO:0000024"", ""label"": ""nanogram""} ",IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGL,NA,NA,NA,NA,Sequel Iie,University of Louisville Genomics Core,NA,Sequel sequencing kit 3.0,NA,,BAM,NA,NA,NA,NA,NA,NA,Igenotyper V1.X (unreleased),NA,NA,NA,Igenotyper,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT 2023-09-26,,,,chr22
2R24AI138963-05,Human Immune Receptor Haplotype Project,The purpose of this project is advance genomic resources for the human immunoglobulin and T cell receptor gene regions. We are constructing additional reference haplotypes for these loci to better existing representations of these complex gene families in current and future builds of the genome reference assembly.,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,NIAID,1000 Genomes,Watson,,corey.watson@louisville.edu,William Gibson,,"[ ""immune receptor germline""]",HG02373,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",MALE,NA,NA,NA,NA,EAS,CDX,CDX,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,HG02373,PBMC,"{""id"": ""UBERON: CL_2000001"", ""label"": ""peripheral blood mononuclear cell""} ",NA,NA,NA,NA,NA,NA,NA,"{""id"": ""CL:2000001"", ""label"":  ""peripheral blood mononuclear cell""}",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,DNA,NA,3000,"{""id"": ""UO:0000024"", ""label"": ""nanogram""} ",IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGL,NA,NA,NA,NA,Sequel Iie,University of Louisville Genomics Core,NA,Sequel sequencing kit 3.0,NA,,BAM,NA,NA,NA,NA,NA,NA,Igenotyper V1.X (unreleased),NA,NA,NA,Igenotyper,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT 2023-09-26,,,,chr22
2R24AI138963-05,Human Immune Receptor Haplotype Project,The purpose of this project is advance genomic resources for the human immunoglobulin and T cell receptor gene regions. We are constructing additional reference haplotypes for these loci to better existing representations of these complex gene families in current and future builds of the genome reference assembly.,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,NIAID,1000 Genomes,Watson,,corey.watson@louisville.edu,William Gibson,,"[ ""immune receptor germline""]",HG02385,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",MALE,NA,NA,NA,NA,EAS,CDX,CDX,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,HG02385,PBMC,"{""id"": ""UBERON: CL_2000001"", ""label"": ""peripheral blood mononuclear cell""} ",NA,NA,NA,NA,NA,NA,NA,"{""id"": ""CL:2000001"", ""label"":  ""peripheral blood mononuclear cell""}",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,DNA,NA,3000,"{""id"": ""UO:0000024"", ""label"": ""nanogram""} ",IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGL,NA,NA,NA,NA,Sequel Iie,University of Louisville Genomics Core,NA,Sequel sequencing kit 3.0,NA,,BAM,NA,NA,NA,NA,NA,NA,Igenotyper V1.X (unreleased),NA,NA,NA,Igenotyper,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT 2023-09-26,,,,chr22
2R24AI138963-05,Human Immune Receptor Haplotype Project,The purpose of this project is advance genomic resources for the human immunoglobulin and T cell receptor gene regions. We are constructing additional reference haplotypes for these loci to better existing representations of these complex gene families in current and future builds of the genome reference assembly.,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,NIAID,1000 Genomes,Watson,,corey.watson@louisville.edu,William Gibson,,"[ ""immune receptor germline""]",HG02391,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",MALE,NA,NA,NA,NA,EAS,CDX,CDX,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,HG02391,PBMC,"{""id"": ""UBERON: CL_2000001"", ""label"": ""peripheral blood mononuclear cell""} ",NA,NA,NA,NA,NA,NA,NA,"{""id"": ""CL:2000001"", ""label"":  ""peripheral blood mononuclear cell""}",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,DNA,NA,3000,"{""id"": ""UO:0000024"", ""label"": ""nanogram""} ",IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGL,NA,NA,NA,NA,Sequel Iie,University of Louisville Genomics Core,NA,Sequel sequencing kit 3.0,NA,,BAM,NA,NA,NA,NA,NA,NA,Igenotyper V1.X (unreleased),NA,NA,NA,Igenotyper,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT 2023-09-26,,,,chr22
2R24AI138963-05,Human Immune Receptor Haplotype Project,The purpose of this project is advance genomic resources for the human immunoglobulin and T cell receptor gene regions. We are constructing additional reference haplotypes for these loci to better existing representations of these complex gene families in current and future builds of the genome reference assembly.,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,NIAID,1000 Genomes,Watson,,corey.watson@louisville.edu,William Gibson,,"[ ""immune receptor germline""]",HG02433,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",MALE,NA,NA,NA,NA,AFR,ACB,ACB,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,HG02433,PBMC,"{""id"": ""UBERON: CL_2000001"", ""label"": ""peripheral blood mononuclear cell""} ",NA,NA,NA,NA,NA,NA,NA,"{""id"": ""CL:2000001"", ""label"":  ""peripheral blood mononuclear cell""}",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,DNA,NA,3000,"{""id"": ""UO:0000024"", ""label"": ""nanogram""} ",IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGL,NA,NA,NA,NA,Sequel Iie,University of Louisville Genomics Core,NA,Sequel sequencing kit 3.0,NA,,BAM,NA,NA,NA,NA,NA,NA,Igenotyper V1.X (unreleased),NA,NA,NA,Igenotyper,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT 2023-09-26,,,,chr22
2R24AI138963-05,Human Immune Receptor Haplotype Project,The purpose of this project is advance genomic resources for the human immunoglobulin and T cell receptor gene regions. We are constructing additional reference haplotypes for these loci to better existing representations of these complex gene families in current and future builds of the genome reference assembly.,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,NIAID,1000 Genomes,Watson,,corey.watson@louisville.edu,William Gibson,,"[ ""immune receptor germline""]",HG02442,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",MALE,NA,NA,NA,NA,AFR,ACB,ACB,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,HG02442,PBMC,"{""id"": ""UBERON: CL_2000001"", ""label"": ""peripheral blood mononuclear cell""} ",NA,NA,NA,NA,NA,NA,NA,"{""id"": ""CL:2000001"", ""label"":  ""peripheral blood mononuclear cell""}",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,DNA,NA,3000,"{""id"": ""UO:0000024"", ""label"": ""nanogram""} ",IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGL,NA,NA,NA,NA,Sequel Iie,University of Louisville Genomics Core,NA,Sequel sequencing kit 3.0,NA,,BAM,NA,NA,NA,NA,NA,NA,Igenotyper V1.X (unreleased),NA,NA,NA,Igenotyper,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT 2023-09-26,,,,chr22
2R24AI138963-05,Human Immune Receptor Haplotype Project,The purpose of this project is advance genomic resources for the human immunoglobulin and T cell receptor gene regions. We are constructing additional reference haplotypes for these loci to better existing representations of these complex gene families in current and future builds of the genome reference assembly.,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,NIAID,1000 Genomes,Watson,,corey.watson@louisville.edu,William Gibson,,"[ ""immune receptor germline""]",HG02513,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",FEMALE,NA,NA,NA,NA,EAS,KHV,KHV,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,HG02513,PBMC,"{""id"": ""UBERON: CL_2000001"", ""label"": ""peripheral blood mononuclear cell""} ",NA,NA,NA,NA,NA,NA,NA,"{""id"": ""CL:2000001"", ""label"":  ""peripheral blood mononuclear cell""}",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,DNA,NA,3000,"{""id"": ""UO:0000024"", ""label"": ""nanogram""} ",IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGL,NA,NA,NA,NA,Sequel Iie,University of Louisville Genomics Core,NA,Sequel sequencing kit 3.0,NA,,BAM,NA,NA,NA,NA,NA,NA,Igenotyper V1.X (unreleased),NA,NA,NA,Igenotyper,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT 2023-09-26,,,,chr22
2R24AI138963-05,Human Immune Receptor Haplotype Project,The purpose of this project is advance genomic resources for the human immunoglobulin and T cell receptor gene regions. We are constructing additional reference haplotypes for these loci to better existing representations of these complex gene families in current and future builds of the genome reference assembly.,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,NIAID,1000 Genomes,Watson,,corey.watson@louisville.edu,William Gibson,,"[ ""immune receptor germline""]",HG02546,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",FEMALE,NA,NA,NA,NA,AFR,ACB,ACB,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,HG02546,PBMC,"{""id"": ""UBERON: CL_2000001"", ""label"": ""peripheral blood mononuclear cell""} ",NA,NA,NA,NA,NA,NA,NA,"{""id"": ""CL:2000001"", ""label"":  ""peripheral blood mononuclear cell""}",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,DNA,NA,3000,"{""id"": ""UO:0000024"", ""label"": ""nanogram""} ",IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGL,NA,NA,NA,NA,Sequel Iie,University of Louisville Genomics Core,NA,Sequel sequencing kit 3.0,NA,,BAM,NA,NA,NA,NA,NA,NA,Igenotyper V1.X (unreleased),NA,NA,NA,Igenotyper,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT 2023-09-26,,,,chr22
2R24AI138963-05,Human Immune Receptor Haplotype Project,The purpose of this project is advance genomic resources for the human immunoglobulin and T cell receptor gene regions. We are constructing additional reference haplotypes for these loci to better existing representations of these complex gene families in current and future builds of the genome reference assembly.,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,NIAID,1000 Genomes,Watson,,corey.watson@louisville.edu,William Gibson,,"[ ""immune receptor germline""]",HG02597,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",MALE,NA,NA,NA,NA,SAS,PJL,PJL,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,HG02597,PBMC,"{""id"": ""UBERON: CL_2000001"", ""label"": ""peripheral blood mononuclear cell""} ",NA,NA,NA,NA,NA,NA,NA,"{""id"": ""CL:2000001"", ""label"":  ""peripheral blood mononuclear cell""}",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,DNA,NA,3000,"{""id"": ""UO:0000024"", ""label"": ""nanogram""} ",IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGL,NA,NA,NA,NA,Sequel Iie,University of Louisville Genomics Core,NA,Sequel sequencing kit 3.0,NA,,BAM,NA,NA,NA,NA,NA,NA,Igenotyper V1.X (unreleased),NA,NA,NA,Igenotyper,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT 2023-09-26,,,,chr22
2R24AI138963-05,Human Immune Receptor Haplotype Project,The purpose of this project is advance genomic resources for the human immunoglobulin and T cell receptor gene regions. We are constructing additional reference haplotypes for these loci to better existing representations of these complex gene families in current and future builds of the genome reference assembly.,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,NIAID,1000 Genomes,Watson,,corey.watson@louisville.edu,William Gibson,,"[ ""immune receptor germline""]",HG02684,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",MALE,NA,NA,NA,NA,SAS,PJL,PJL,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,HG02684,PBMC,"{""id"": ""UBERON: CL_2000001"", ""label"": ""peripheral blood mononuclear cell""} ",NA,NA,NA,NA,NA,NA,NA,"{""id"": ""CL:2000001"", ""label"":  ""peripheral blood mononuclear cell""}",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,DNA,NA,3000,"{""id"": ""UO:0000024"", ""label"": ""nanogram""} ",IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGL,NA,NA,NA,NA,Sequel Iie,University of Louisville Genomics Core,NA,Sequel sequencing kit 3.0,NA,,BAM,NA,NA,NA,NA,NA,NA,Igenotyper V1.X (unreleased),NA,NA,NA,Igenotyper,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT 2023-09-26,,,,chr22
2R24AI138963-05,Human Immune Receptor Haplotype Project,The purpose of this project is advance genomic resources for the human immunoglobulin and T cell receptor gene regions. We are constructing additional reference haplotypes for these loci to better existing representations of these complex gene families in current and future builds of the genome reference assembly.,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,NIAID,1000 Genomes,Watson,,corey.watson@louisville.edu,William Gibson,,"[ ""immune receptor germline""]",HG02700,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",FEMALE,NA,NA,NA,NA,SAS,PJL,PJL,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,HG02700,PBMC,"{""id"": ""UBERON: CL_2000001"", ""label"": ""peripheral blood mononuclear cell""} ",NA,NA,NA,NA,NA,NA,NA,"{""id"": ""CL:2000001"", ""label"":  ""peripheral blood mononuclear cell""}",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,DNA,NA,3000,"{""id"": ""UO:0000024"", ""label"": ""nanogram""} ",IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGL,NA,NA,NA,NA,Sequel Iie,University of Louisville Genomics Core,NA,Sequel sequencing kit 3.0,NA,,BAM,NA,NA,NA,NA,NA,NA,Igenotyper V1.X (unreleased),NA,NA,NA,Igenotyper,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT 2023-09-26,,,,chr22
2R24AI138963-05,Human Immune Receptor Haplotype Project,The purpose of this project is advance genomic resources for the human immunoglobulin and T cell receptor gene regions. We are constructing additional reference haplotypes for these loci to better existing representations of these complex gene families in current and future builds of the genome reference assembly.,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,NIAID,1000 Genomes,Watson,,corey.watson@louisville.edu,William Gibson,,"[ ""immune receptor germline""]",HG02737,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",FEMALE,NA,NA,NA,NA,SAS,PJL,PJL,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,HG02737,PBMC,"{""id"": ""UBERON: CL_2000001"", ""label"": ""peripheral blood mononuclear cell""} ",NA,NA,NA,NA,NA,NA,NA,"{""id"": ""CL:2000001"", ""label"":  ""peripheral blood mononuclear cell""}",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,DNA,NA,3000,"{""id"": ""UO:0000024"", ""label"": ""nanogram""} ",IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGL,NA,NA,NA,NA,Sequel Iie,University of Louisville Genomics Core,NA,Sequel sequencing kit 3.0,NA,,BAM,NA,NA,NA,NA,NA,NA,Igenotyper V1.X (unreleased),NA,NA,NA,Igenotyper,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT 2023-09-26,,,,chr22
